runId,time,actor,target,eventType,actionType,damage,distance,bossHP,playerHP,extra
1775584035,12.8833,Boss,,Action,WalkForwardLeft,0,0.9255,92,77,
1775584035,12.8833,Player,Boss,DamageTaken,InvectorLight,2,0.8947,90,77,
1775584035,12.9167,Boss,,Action,RollBackward,0,0.8737,90,77,
1775584035,13.6333,Boss,,Action,WalkForward,0,5.1521,90,77,
1775584035,13.75,Boss,,Action,WalkForwardLeft,0,5.1722,90,77,
1775584035,13.8333,Boss,,Action,StrafeRight,0,5.2934,90,77,
1775584035,13.9167,Boss,,Action,WalkForwardLeft,0,5.5551,90,77,
1775584035,14.0833,Boss,,Action,StrafeRight,0,5.8686,90,77,
1775584035,14.1667,Boss,,Action,WalkForwardLeft,0,6.1066,90,77,
1775584035,14.3333,Boss,,Action,WalkForward,0,6.4437,90,77,
1775584035,14.4167,Boss,,Action,WalkForwardRight,0,6.4981,90,77,
1775584035,14.5833,Boss,,Action,WalkForward,0,6.5397,90,77,
1775584035,14.6667,Boss,,Action,Sprint,0,6.3882,90,77,
1775584035,14.75,Boss,,Action,WalkForward,0,5.8667,90,77,
1775584035,14.8333,Boss,,Action,WalkForwardRight,0,5.4896,90,77,
1775584035,14.9167,Boss,,Action,WalkForward,0,5.0865,90,77,
1775584035,15.0,Boss,,Action,WalkForwardLeft,0,4.62,90,77,
1775584035,15.1667,Boss,,Action,Sprint,0,3.8554,90,77,
1775584035,15.25,Boss,,Action,WalkForwardLeft,0,3.1608,90,77,
1775584035,15.3333,Boss,,Action,StrafeLeft,0,2.8014,90,77,
1775584035,15.5,Boss,,Action,StrafeRight,0,2.5895,90,77,
1775584035,15.6667,Boss,,Action,RunForward,0,2.7606,90,77,
1775584035,15.75,Boss,,Action,WalkForwardRight,0,2.6328,90,77,
1775584035,15.8333,Boss,Player,AttackAttempt,AttackTwoHand,0,2.7283,90,77,
1775584035,16.6667,Boss,Player,DamageTaken,BossAttack:AttackTwoHand,5,1.6783,90,72,
1775584035,16.6667,Boss,Player,AttackHit,AttackTwoHand,5,1.6783,90,72,
1775584035,17.3333,Boss,Player,AttackAttempt,AttackOneHand,0,1.5226,90,72,
1775584035,17.6,Boss,Player,DamageTaken,BossAttack:AttackOneHand,3,0.8681,90,69,
1775584035,17.6,Boss,Player,AttackHit,AttackOneHand,3,0.8681,90,69,
1775584035,17.6333,Player,Boss,DamageTaken,InvectorLight,2,0.87,88,69,
1775584035,18.0667,Player,Boss,DamageTaken,InvectorLight,2,0.8719,86,69,
1775584035,18.2167,Boss,,Action,RunForward,0,0.8924,86,69,
1775584035,18.25,Boss,,Action,WalkForwardLeft,0,0.8637,86,69,
1775584035,18.3,Player,Boss,DamageTaken,InvectorLight,2,0.8704,84,69,
1775584035,18.3333,Boss,,Action,WalkBackward,0,0.8702,84,69,
1775584035,18.4167,Boss,,Action,RollBackward,0,1.0015,84,69,
1775584035,19.15,Boss,,Action,WalkForwardLeft,0,5.3693,84,69,
1775584035,19.25,Boss,,Action,RunForward,0,5.422,84,69,
1775584035,19.3333,Boss,,Action,WalkForward,0,5.2407,84,69,
1775584035,19.4167,Boss,,Action,Sprint,0,5.1965,84,69,
1775584035,19.5,Boss,,Action,WalkForwardLeft,0,4.9019,84,69,
1775584035,19.5833,Boss,,Action,StrafeLeft,0,4.9133,84,69,
1775584035,19.6667,Boss,,Action,Sprint,0,5.0722,84,69,
1775584035,19.75,Boss,,Action,WalkForward,0,4.8197,84,69,
1775584035,19.8333,Boss,,Action,RunForward,0,4.8481,84,69,
1775584035,19.9167,Boss,,Action,WalkForward,0,4.7798,84,69,
1775584035,20.0,Boss,,Action,WalkForwardLeft,0,4.8427,84,69,
1775584035,20.0833,Boss,,Action,WalkForwardRight,0,4.9392,84,69,
1775584035,20.25,Boss,,Action,RunForward,0,5.097,84,69,
1775584035,20.3333,Boss,,Action,WalkForward,0,4.8332,84,69,
1775584035,20.4167,Boss,,Action,StrafeRight,0,4.5854,84,69,
1775584035,20.5,Boss,,Action,RunForward,0,4.3912,84,69,
1775584035,20.75,Boss,,Action,StrafeRight,0,3.2371,84,69,
1775584035,20.9333,Boss,Player,AttackAttempt,AttackOneHand,0,2.5305,84,69,
1775584035,21.25,Player,Boss,DamageTaken,InvectorLight,2,0.869,82,69,
1775584035,21.3,Boss,Player,DamageTaken,BossAttack:AttackOneHand,3,0.8681,82,66,
1775584035,21.3,Boss,Player,AttackHit,AttackOneHand,3,0.8681,82,66,
1775584035,21.5833,Player,Boss,DamageTaken,InvectorLight,2,0.875,80,66,
1775584035,21.8333,Boss,,Action,RunForward,0,0.875,80,66,
1775584035,21.9167,Boss,,Action,RollBackward,0,0.8507,80,66,
1775584035,22.65,Boss,,Action,StrafeLeft,0,4.9158,80,66,
1775584035,22.6667,Boss,,Action,WalkForwardRight,0,4.8925,80,66,
1775584035,22.75,Boss,,Action,StrafeLeft,0,4.6622,80,66,
1775584035,22.9167,Boss,,Action,WalkForwardLeft,0,4.5143,80,66,
1775584035,23.0,Boss,,Action,WalkForwardRight,0,4.3145,80,66,
1775584035,23.0833,Boss,,Action,WalkForward,0,4.0919,80,66,
1775584035,23.3333,Boss,,Action,StrafeRight,0,3.3269,80,66,
1775584035,23.4167,Boss,,Action,Sprint,0,3.2279,80,66,
1775584035,23.5,Boss,Player,AttackAttempt,AttackTwoHand,0,2.7143,80,66,
1775584035,24.45,Boss,Player,DamageTaken,BossAttack:AttackTwoHand,5,1.7785,80,61,
1775584035,24.45,Boss,Player,AttackHit,AttackTwoHand,5,1.7785,80,61,
1775584035,24.8,Boss,Player,AttackAttempt,AttackTwoHand,0,2.8505,80,61,
1775584035,25.5333,Boss,Player,DamageTaken,BossAttack:AttackTwoHand,5,0.8605,80,56,
1775584035,25.5333,Boss,Player,AttackHit,AttackTwoHand,5,0.8605,80,56,
1775584035,26.1,Boss,Player,AttackAttempt,AttackTwoHand,0,1.9667,80,56,
1775584035,26.8333,Boss,Player,DamageTaken,BossAttack:AttackTwoHand,5,0.8827,80,51,
1775584035,26.8333,Boss,Player,AttackHit,AttackTwoHand,5,0.8827,80,51,
1775584035,26.9,Player,Boss,DamageTaken,InvectorLight,2,0.8656,78,51,
1775584035,27.3,Player,Boss,DamageTaken,InvectorLight,2,0.8652,76,51,
1775584035,27.4,Boss,Player,AttackAttempt,AttackOneHand,0,0.9301,76,51,
1775584035,27.6833,Boss,Player,DamageTaken,BossAttack:AttackOneHand,3,0.8638,76,48,
1775584035,27.6833,Boss,Player,AttackHit,AttackOneHand,3,0.8638,76,48,
1775584035,27.8833,Player,Boss,DamageTaken,InvectorHeavy,4,0.8816,72,48,
1775584035,28.2,Player,Boss,DamageTaken,InvectorHeavy,4,0.8681,68,48,
1775584035,28.3,Boss,,Action,WalkBackward,0,0.8719,68,48,
1775584035,28.3333,Boss,,Action,RollBackward,0,0.9224,68,48,
1775584035,29.05,Boss,,Action,WalkForwardLeft,0,4.0781,68,48,
1775584035,29.1667,Boss,,Action,RunForward,0,3.6754,68,48,
1775584035,29.25,Boss,,Action,StrafeLeft,0,3.2399,68,48,
1775584035,29.3333,Boss,Player,AttackAttempt,AttackTwoHand,0,3.117,68,48,
1775584035,30.5312,Boss,Player,AttackMiss,AttackTwoHand,0,3.2319,68,48,
1775584035,30.75,Boss,Player,AttackAttempt,AttackOneHand,0,2.4302,68,48,
1775584035,31.0333,Boss,Player,DamageTaken,BossAttack:AttackOneHand,3,0.8707,68,45,
1775584035,31.0333,Boss,Player,AttackHit,AttackOneHand,3,0.8707,68,45,
1775584035,31.35,Player,Boss,DamageTaken,InvectorLight,2,0.875,66,45,
1775584035,31.65,Boss,,Action,StrafeRight,0,0.875,66,45,
1775584035,31.6667,Boss,,Action,StrafeLeft,0,0.8751,66,45,
1775584035,31.75,Boss,,Action,RollBackward,0,0.8759,66,45,
1775584035,32.4833,Boss,,Action,WalkForwardRight,0,2.2141,66,45,
1775584035,32.5,Boss,,Action,WalkForward,0,2.124,66,45,
1775584035,32.6667,Boss,,Action,WalkForwardRight,0,1.1398,66,45,
1775584035,32.75,Boss,,Action,StrafeRight,0,0.8709,66,45,
1775584035,32.8333,Boss,,Action,Sprint,0,0.8783,66,45,
1775584035,32.9167,Boss,,Action,WalkForward,0,0.8562,66,45,
1775584035,33.0,Boss,,Action,WalkForwardLeft,0,0.869,66,45,
1775584035,33.5833,Boss,,Action,StrafeRight,0,0.8712,66,45,
1775584035,33.6333,Player,Boss,DamageTaken,InvectorHeavy,4,0.8738,62,45,
1775584035,33.6667,Boss,,Action,WalkForward,0,0.8739,62,45,
1775584035,33.75,Boss,,Action,StrafeRight,0,0.8665,62,45,
1775584035,33.8333,Boss,,Action,WalkForward,0,0.9412,62,45,
1775584035,34.0,Boss,,Action,StrafeRight,0,0.8716,62,45,
1775584035,34.0833,Boss,,Action,WalkForwardRight,0,0.9688,62,45,
1775584035,34.1667,Boss,,Action,StrafeRight,0,0.8672,62,45,
1775584035,34.25,Boss,Player,AttackAttempt,AttackSpin,0,0.874,62,45,
1775584035,34.4,Boss,Player,DamageTaken,BossAttack:AttackSpin,4,0.8681,62,41,
1775584035,34.4,Boss,Player,AttackHit,AttackSpin,4,0.8681,62,41,
1775584035,35.1333,Player,Boss,DamageTaken,InvectorLight,2,0.875,60,41,
1775584035,35.55,Player,Boss,DamageTaken,InvectorLight,2,0.8756,58,41,
1775584035,35.7,Boss,Player,AttackAttempt,PunchLeft,0,0.875,58,41,
1775584035,35.9333,Player,Boss,DamageTaken,InvectorLight,2,0.8674,56,41,
1775584035,36.2,Player,Boss,DamageTaken,InvectorLight,2,0.874,54,41,
1775584035,36.4667,Boss,Player,DamageTaken,BossAttack:PunchLeft,2,0.9117,54,39,
1775584035,36.4667,Boss,Player,AttackHit,PunchLeft,2,0.9117,54,39,
1775584035,36.7167,Boss,,Action,RollBackward,0,0.875,54,39,
1775584035,37.45,Boss,,Action,Sprint,0,2.7046,54,39,
1775584035,37.5,Boss,,Action,WalkForwardLeft,0,2.322,54,39,
1775584035,37.5833,Boss,Player,AttackAttempt,AttackOneHand,0,2.0306,54,39,
1775584035,37.9667,Boss,Player,DamageTaken,BossAttack:AttackOneHand,3,1.3189,54,36,
1775584035,37.9667,Boss,Player,AttackHit,AttackOneHand,3,1.3189,54,36,
1775584035,38.4833,Boss,,Action,RunForward,0,0.8768,54,36,
1775584035,38.5,Boss,,Action,WalkForwardLeft,0,0.8655,54,36,
1775584035,38.55,Player,Boss,DamageTaken,InvectorLight,2,0.8727,52,36,
1775584035,38.75,Boss,,Action,RunForward,0,0.8751,52,36,
1775584035,38.9167,Boss,,Action,WalkForwardRight,0,0.8632,52,36,
1775584035,39.0,Boss,,Action,StrafeLeft,0,0.8671,52,36,
1775584035,39.0833,Boss,,Action,StrafeRight,0,0.8822,52,36,
1775584035,39.1667,Boss,,Action,StrafeLeft,0,0.8731,52,36,
1775584035,39.25,Boss,,Action,WalkBackward,0,0.9457,52,36,
1775584035,39.3333,Boss,,Action,StrafeRight,0,1.1155,52,36,
1775584035,39.4167,Boss,Player,AttackAttempt,AttackOneHand,0,1.0561,52,36,
1775584035,39.75,Boss,Player,DamageTaken,BossAttack:AttackOneHand,3,0.8696,52,33,
1775584035,39.75,Boss,Player,AttackHit,AttackOneHand,3,0.8696,52,33,
1775584035,40.3333,Boss,,Action,RunForward,0,0.875,52,33,
1775584035,40.4167,Boss,,Action,Sprint,0,0.8609,52,33,
1775584035,40.5,Boss,,Action,StrafeRight,0,0.855,52,33,
1775584035,40.5833,Boss,,Action,WalkForwardLeft,0,1.0064,52,33,
1775584035,40.6667,Boss,Player,AttackAttempt,PunchLeft,0,1.1159,52,33,
1775584035,41.4448,Boss,Player,AttackMiss,PunchLeft,0,3.4181,52,33,
1775584035,41.6667,Boss,,Action,RollBackward,0,3.199,52,33,
1775584035,42.4,Boss,,Action,WalkForward,0,4.577,52,33,
1775584035,42.4167,Boss,,Action,Sprint,0,4.4771,52,33,
1775584035,42.5,Boss,,Action,WalkForwardRight,0,3.7275,52,33,
1775584035,42.5833,Boss,,Action,WalkForwardLeft,0,3.2682,52,33,
1775584035,42.7333,Boss,Player,AttackAttempt,AttackOneHand,0,2.5383,52,33,
1775584035,43.0833,Boss,Player,DamageTaken,BossAttack:AttackOneHand,3,0.8666,52,30,
1775584035,43.0833,Boss,Player,AttackHit,AttackOneHand,3,0.8666,52,30,
1775584035,43.1833,Player,Boss,DamageTaken,InvectorLight,2,0.8746,50,30,
1775584035,43.6333,Boss,,Action,StrafeLeft,0,0.8708,50,30,
1775584035,43.6667,Boss,,Action,Sprint,0,0.8707,50,30,
1775584035,43.7,Player,Boss,DamageTaken,InvectorHeavy,4,0.8511,46,30,
1775584035,43.75,Boss,,Action,WalkForwardLeft,0,0.8504,46,30,
1775584035,43.8333,Boss,Player,AttackAttempt,AttackTwoHand,0,0.8697,46,30,
1775584035,44.1667,Player,Boss,DamageTaken,InvectorHeavy,4,0.8553,42,30,
1775584035,44.6333,Boss,Player,DamageTaken,BossAttack:AttackTwoHand,5,0.8597,42,25,
1775584035,44.6333,Boss,Player,AttackHit,AttackTwoHand,5,0.8597,42,25,
1775584035,45.2667,Boss,,Action,WalkBackward,0,2.6508,42,25,
1775584035,45.3333,Boss,,Action,WalkForward,0,3.0312,42,25,
1775584035,45.5,Boss,,Action,WalkForwardLeft,0,3.5107,42,25,
1775584035,45.6667,Boss,,Action,StrafeRight,0,3.9295,42,25,
1775584035,45.75,Boss,,Action,RunForward,0,4.1412,42,25,
1775584035,45.8333,Boss,,Action,WalkForward,0,4.0182,42,25,
1775584035,46.0,Boss,,Action,WalkForwardLeft,0,4.1258,42,25,
1775584035,46.3333,Boss,,Action,WalkForwardRight,0,4.1342,42,25,
1775584035,46.4167,Boss,,Action,StrafeLeft,0,4.1159,42,25,
1775584035,46.5,Boss,,Action,RollBackward,0,4.1968,42,25,
1775584035,47.2333,Boss,,Action,WalkForwardLeft,0,9.0371,42,25,
1775584035,47.25,Boss,,Action,WalkForward,0,8.9986,42,25,
1775584035,47.5833,Boss,,Action,WalkForwardRight,0,7.4771,42,25,
1775584035,47.6667,Boss,,Action,Sprint,0,7.0459,42,25,
1775584035,47.8333,Boss,,Action,WalkForwardLeft,0,5.9881,42,25,
1775584035,47.9167,Boss,,Action,RunForward,0,5.5314,42,25,
1775584035,48.0,Boss,,Action,WalkForward,0,4.9095,42,25,
1775584035,48.25,Boss,,Action,WalkForward,0,3.7457,42,25,
1775584035,48.4167,Boss,,Action,StrafeRight,0,2.7637,42,25,
1775584035,48.5,Boss,,Action,WalkForwardRight,0,2.4429,42,25,
1775584035,48.5833,Boss,,Action,StrafeLeft,0,1.9874,42,25,
1775584035,48.6667,Boss,,Action,WalkForwardRight,0,1.6601,42,25,
1775584035,48.75,Boss,Player,AttackAttempt,AttackTwoHand,0,1.1946,42,25,
1775584035,48.8,Player,Boss,DamageTaken,InvectorLight,2,0.8696,40,25,
1775584035,49.1167,Player,Boss,DamageTaken,InvectorLight,2,0.8603,38,25,
1775584035,49.4833,Boss,Player,DamageTaken,BossAttack:AttackTwoHand,5,0.86,38,20,
1775584035,49.4833,Boss,Player,AttackHit,AttackTwoHand,5,0.86,38,20,
1775584035,49.7,Player,Boss,DamageTaken,InvectorHeavy,4,0.8712,34,20,
1775584035,50.1833,Boss,,Action,RunForward,0,0.966,34,20,
1775584035,50.25,Boss,,Action,WalkForwardRight,0,0.864,34,20,
1775584035,50.3333,Boss,,Action,StrafeRight,0,0.8686,34,20,
1775584035,50.4167,Boss,Player,AttackAttempt,AttackOneHand,0,0.9887,34,20,
1775584035,50.8,Boss,Player,DamageTaken,BossAttack:AttackOneHand,3,1.5059,34,17,
1775584035,50.8,Boss,Player,AttackHit,AttackOneHand,3,1.5059,34,17,
1775584035,51.3333,Boss,,Action,WalkForwardLeft,0,3.2858,34,17,
1775584035,51.5,Boss,,Action,WalkForwardRight,0,3.7367,34,17,
1775584035,51.5833,Boss,,Action,WalkForward,0,3.8317,34,17,
1775584035,51.6667,Boss,,Action,WalkBackward,0,3.7801,34,17,
1775584035,51.75,Boss,,Action,StrafeRight,0,3.9028,34,17,
1775584035,51.9167,Boss,,Action,Sprint,0,3.5053,34,17,
1775584035,52.0,Boss,,Action,StrafeRight,0,2.8108,34,17,
1775584035,52.1667,Boss,,Action,Sprint,0,2.1824,34,17,
1775584035,52.25,Boss,,Action,RollBackward,0,1.4403,34,17,
1775584035,53.25,Boss,,Action,RunForward,0,3.6113,34,17,
1775584035,53.3333,Boss,,Action,WalkForwardLeft,0,3.3922,34,17,
1775584035,53.6667,Boss,,Action,Sprint,0,3.3731,34,17,
1775584035,53.75,Boss,Player,AttackAttempt,AttackSpin,0,2.9578,34,17,
1775584035,54.7921,Boss,Player,AttackMiss,AttackSpin,0,4.103,34,17,
1775584035,55.0167,Boss,,Action,StrafeLeft,0,4.6964,34,17,
1775584035,55.0833,Boss,,Action,RunForward,0,4.782,34,17,
1775584035,55.25,Boss,,Action,WalkForwardLeft,0,4.3414,34,17,
1775584035,55.5,Boss,,Action,StrafeLeft,0,3.4168,34,17,
1775584035,55.5833,Boss,,Action,RollBackward,0,3.105,34,17,
1775584035,56.3,Boss,,Action,Sprint,0,4.4537,34,17,
1775584035,56.3333,Boss,,Action,WalkForward,0,4.154,34,17,
1775584035,56.6667,Boss,Player,AttackAttempt,AttackOneHand,0,2.4902,34,17,
1775584035,57.0333,Boss,Player,DamageTaken,BossAttack:AttackOneHand,3,0.8707,34,14,
1775584035,57.0333,Boss,Player,AttackHit,AttackOneHand,3,0.8707,34,14,
1775584035,57.2,Player,Boss,DamageTaken,InvectorLight,2,0.875,32,14,
1775584035,57.5667,Boss,,Action,StrafeRight,0,0.8647,32,14,
1775584035,57.75,Boss,,Action,RunForward,0,0.8713,32,14,
1775584035,57.7833,Player,Boss,DamageTaken,InvectorHeavy,4,0.8574,28,14,
1775584035,57.8333,Boss,Player,AttackAttempt,AttackOneHand,0,0.8549,28,14,
1775584035,58.1833,Boss,Player,DamageTaken,BossAttack:AttackOneHand,3,0.8591,28,11,
1775584035,58.1833,Boss,Player,AttackHit,AttackOneHand,3,0.8591,28,11,
1775584035,58.2167,Player,Boss,DamageTaken,InvectorHeavy,4,0.8599,24,11,
1775584035,58.7333,Boss,,Action,StrafeRight,0,0.8667,24,11,
1775584035,58.75,Boss,,Action,WalkForwardRight,0,0.8705,24,11,
1775584035,58.7667,Player,Boss,DamageTaken,InvectorHeavy,4,0.8651,20,11,
1775584035,58.9167,Boss,,Action,WalkForwardLeft,0,0.8686,20,11,
1775584035,59.0,Boss,,Action,StrafeRight,0,0.8666,20,11,
1775584035,59.0833,Boss,,Action,RollBackward,0,0.8851,20,11,
1775584035,59.8167,Boss,,Action,WalkForwardLeft,0,5.7362,20,11,
1775584035,59.9167,Boss,,Action,RunForward,0,5.7592,20,11,
1775584035,60.0,Boss,,Action,WalkForwardRight,0,5.623,20,11,
1775584035,60.4167,Boss,,Action,WalkForward,0,6.0612,20,11,
1775584035,60.5833,Boss,,Action,WalkForwardRight,0,6.1442,20,11,
1775584035,60.6667,Boss,,Action,StrafeLeft,0,6.1567,20,11,
1775584035,60.75,Boss,,Action,StrafeRight,0,6.2448,20,11,
1775584035,60.8333,Boss,,Action,StrafeLeft,0,6.3733,20,11,
1775584035,60.9167,Boss,,Action,WalkForwardLeft,0,6.4589,20,11,
1775584035,61.0,Boss,,Action,WalkForwardRight,0,6.4105,20,11,
1775584035,61.1667,Boss,,Action,WalkBackward,0,6.4637,20,11,
1775584035,61.25,Boss,,Action,StrafeRight,0,6.6941,20,11,
1775584035,61.3333,Boss,,Action,WalkForwardLeft,0,6.7983,20,11,
1775584035,61.4167,Boss,,Action,RunForward,0,6.7392,20,11,
1775584035,61.5833,Boss,,Action,Sprint,0,6.3357,20,11,
1775584035,61.6667,Boss,,Action,WalkForward,0,6.0238,20,11,
1775584035,61.8333,Boss,,Action,RunForward,0,6.0828,20,11,
1775584035,61.9167,Boss,,Action,WalkForward,0,5.9029,20,11,
1775584035,62.0,Boss,,Action,StrafeLeft,0,5.848,20,11,
1775584035,62.0833,Boss,,Action,RollBackward,0,5.945,20,11,
1775584035,62.8167,Boss,,Action,StrafeRight,0,11.4374,20,11,
1775584035,62.8333,Boss,,Action,WalkForwardRight,0,11.4746,20,11,
1775584035,63.0,Boss,,Action,WalkForwardLeft,0,11.5979,20,11,
1775584035,63.1667,Boss,,Action,StrafeLeft,0,11.8111,20,11,
1775584035,63.25,Boss,,Action,RunForward,0,12.0779,20,11,
1775584035,63.3333,Boss,,Action,WalkForward,0,12.0688,20,11,
1775584035,63.4167,Boss,,Action,RunForward,0,12.2051,20,11,
1775584035,63.5,Boss,,Action,StrafeLeft,0,12.2369,20,11,
1775584035,63.6667,Boss,,Action,RunForward,0,12.8999,20,11,
1775584035,63.8333,Boss,,Action,StrafeRight,0,12.974,20,11,
1775584035,63.9167,Boss,,Action,WalkBackward,0,13.2995,20,11,
1775584035,64.0,Boss,,Action,WalkForward,0,13.7745,20,11,
1775584035,64.3333,Boss,,Action,WalkForwardRight,0,14.5749,20,11,
1775584035,64.4167,Boss,,Action,WalkForward,0,14.7707,20,11,
1775584035,64.5,Boss,,Action,WalkForwardLeft,0,14.9294,20,11,
1775584035,64.8833,Boss,,Action,RollBackward,0,16.0513,20,11,
1775584035,65.6,Boss,,Action,WalkForwardLeft,0,23.0631,20,11,
1775584035,65.6667,Boss,,Action,RunForward,0,23.2244,20,11,
1775584035,65.8333,Boss,,Action,WalkBackward,0,23.3036,20,11,
1775584035,65.9167,Boss,,Action,WalkForwardLeft,0,23.7712,20,11,
1775584035,66.0,Boss,,Action,WalkForward,0,23.8982,20,11,
1775584035,66.0833,Boss,,Action,RunForward,0,23.9336,20,11,
1775584035,66.1667,Boss,,Action,WalkForward,0,23.787,20,11,
1775584035,66.3333,Boss,,Action,RunForward,0,23.4558,20,11,
1775584035,66.4167,Boss,,Action,WalkForwardLeft,0,23.0279,20,11,
1775584035,66.5,Boss,,Action,WalkBackward,0,22.6879,20,11,
1775584035,66.5833,Boss,,Action,WalkForwardLeft,0,22.5778,20,11,
1775584035,66.75,Boss,,Action,RunForward,0,21.9412,20,11,
